date sighted,date reported,duration,city,state,geocode score,geocode precision,latitude,longitude
20081122,20081122,1 second, Deltona, FL,0.857,zip,28.9005446,-81.2636738
19930507,20040719,approx 30 minutes, Sedona, AZ,0.762,zip,-33.8678499639382,151.207323074341
20100715,20100715,15 minutes, Chicago Heights, IL,0.786,zip,41.850033,-87.6500523
20000710,20000711,2 HOURS, New Westminster (Canada), BC,0.757,zip,60.0,-96.0
20100608,20100612,ten minutes,Wickenburg, AZ,0.0,unmatched,,
20100813,20100814,30 seconds, Scottsdale, AZ,0.792,zip,13.0833333,5.25
20030209,20030210,about 5 seconds, La Grande, OR,0.786,zip,37.1881683871318,-3.60666990280151
20010105,20010129,1 minute, Cotton, MN,0.714,zip,10.5230556,7.4402778
19990227,19990307,6-8 min., Laughlin, NV,0.75,zip,10.4,123.9833333
19970704,19970704,less than 10secs., Elmwood, IL,0.805,zip,41.9211423,-87.8092266
20020208,20070106,approximately 1 hour, Beloit/Milwaukee (between), WI,0.76,zip,33.8176114,-83.8074003
20030630,20030711,10 min, San Francisco, CA,0.738,zip,34.2583333,108.9286111
20030315,20030318,5-7minutes, Faisalabad (Pakistan), .,0.0,unmatched,,
19810414,20040902,One hour, Mohave Desert, CA,0.75,zip,32.4173445827102,-6.15003410371787
20030921,20030920,4 minutes, Liverpool (UK/England),,0.786,zip,53.410580680167,-2.97793865203857
20020307,20020306,5 minutes, Harrisburg, PA,0.857,zip,40.2737002,-76.8844179
20091116,20091116,on going, Sanford, NC,0.857,zip,28.8005484,-81.2731203
20090329,20090329,1 hour, Assen (Netherlands),,0.759,zip,12.1666667,-69.0
20010110,20020610,10 MIN., Rockford, IL,0.857,zip,42.2711311,-89.0939952
20070619,20070620,10 mins, Park Forest, IL,0.771,zip,9.35,2.6166667
20040704,20040709,2-3 minutes, Topeka, KS,0.762,zip,-6.4,106.8186111
19690601,20060403,5 minutes, Lawrenceburg, KY,0.857,zip,35.2423023,-87.3347389
19990821,19990825,5-8 minutes, Renton, WA,0.857,zip,47.4828776,-122.2170661
20080422,20080520,1 minute, Santa Monica, CA,0.74,zip,25.5,69.0
20080428,20080708,unk, Kandahar (Afghanistan),,0.774,zip,31.61,65.7
20050630,20050701,1 minute, Portage, WI,0.857,zip,42.2011538,-85.5800022
20050930,20051004,30 minutes, Tinley Park, IL,0.757,zip,20.6166667,-103.2333333
19670401,20030712,2 minutes, Las Vegas, NV,0.857,zip,36.1749705,-115.137223
19990612,19990613,8 hours, Kaslo/Nelson area (Canada), BC,0.755,zip,60.0,-96.0
20010515,20010519,, Alsip, IL,0.857,zip,41.6689223,-87.7386619
20050820,20060820,2 hours or so, Detroit area, MI,0.805,zip,42.331427,-83.0457538
19970305,19970709,5 minutes, Las Vegas, NV,0.857,zip,36.1749705,-115.137223
20040626,20040704,6 to 8 seconds, Channelview, TX,0.857,zip,29.7760599,-95.1146533
20031128,20031129,10 min, Paris, TN,0.857,zip,48.85341,2.3488
20090101,20090102,1-2 mins., Riverside, CA,0.8,zip,33.7333527,-116.0508341
20021102,20021102,15 min, Lakewood, CA,0.857,zip,39.7047095,-105.0813734
20050217,20050419,25 seconds, Mukwonago, WI,0.857,zip,42.8666803,-88.3334274
19760601,20080718,approx 10-15 mins, Canterbury (UK/England),,0.789,zip,51.2666667,1.0833333
20071204,20071205,10 seconds, Sylva, NC,0.796,zip,40.8363889,35.6427778
19990101,19990512,15 min, DeWitt, AR,0.857,zip,41.8233618,-90.5381917
20070426,20070512,30 seconds, Orland, CA,0.837,zip,28.5383355,-81.3792365
20030525,20030528,about 2 hours, Kernville, CA,0.777,zip,34.8834506,-82.3665086
19771115,20011009,3 minutes, Sidney, MT,0.833,zip,-33.8678499639382,151.207323074341
20010830,20011101,20 minutes, Belleville, WI,0.857,zip,38.5200504,-89.9839935
20030725,20030726,5 minutes, Enderby (Canada), BC,0.78,zip,60.0,-96.0
20080329,20080331,5 min, Butte, MT,0.762,zip,40.6522222,109.8222222
20080820,20100102,, Laramie, WY,0.857,zip,41.3113669,-105.5911007
20010210,20010210,15Min, Rockford, IL,0.857,zip,42.2711311,-89.0939952
20070106,20070106,less than 30 seconds, Newtown, CT,0.837,zip,42.3370414,-71.2092214
20000428,20000726,5 minutes, Winnipeg (Canada), MB,0.776,zip,60.0,-96.0
20080608,20080614,5-7 min, Gary, IN,0.771,zip,30.05,31.25
19700715,20000120,Approximately 1 minute, Tyre, NY,0.857,zip,33.2733333,35.1938889
20070915,20080118,15 to 20 min, Frederick, MD,0.8,zip,39.4667683,-77.3997072
20051006,20051019,5 minutes, Mason City, IA,0.778,zip,-4.3836111,15.3913889
20021007,20021008,5-7 mintes, Pelarco (Chile),,0.738,zip,55.9333333,23.3166667
20031018,20031024,About 1 minute, West Chester, OH,0.807,zip,41.1167627,-73.799578
20050128,20050129,10 minutes, Johannesburg (South Africa),,0.783,zip,-30.0,26.0
20031121,20031122,2 seconds, Mesa, AZ,0.762,zip,-9.665833333,-35.73527778
20021206,20030103,3-5secs, Charleston, SC,0.804,zip,32.7668437,-79.966479
20040715,20040912,till day break, Glasgow (UK/Scotland),,0.773,zip,55.8651497187961,-4.25763130187988
20080905,20080905,10 min, Mesa, AZ,0.762,zip,-9.665833333,-35.73527778
20010409,20020610,1 ora circa, Marina di Avola (Italy),,0.746,zip,26.4969444,78.0
20020707,20040409,1 minute, Tehachapi Pass HWY 58, CA,0.722,zip,16.4666667,107.6
19800320,19990829,2 minutes, Morning Sun, IA,0.743,zip,34.2583333,108.9286111
20060502,20071012,7 seconds, Tacoma, WA,0.857,zip,47.2528769,-122.4442906
19950807,19950807,, Bakersfield, CA,0.857,zip,35.3732921,-119.0187125
20081126,20081126,45 minutes, Columbia, MO,0.804,zip,6.9319444,79.8477778
20020220,20020220,7 minutes, Elm Grove, LA,0.768,zip,58.5969444,49.6583333
20090722,20090722,5 seconds, Wellsburg, NY,0.792,zip,30.4460353,-97.6794507
20030515,20030817,appox: 1 minute, Kimberley (Canada), BC,0.771,zip,60.0,-96.0
19760415,20050321,20 sec, Americus, GA,0.768,zip,-13.0497016458333,-39.6071976319444
20090508,20090521,Hour, Reedville, VA,0.786,zip,53.145225950014,6.10410690307617
19970104,19970104,15 min, Santa Rosa, CA,0.746,zip,25.5,69.0
20100717,20100718,5 minutes, Naperville, IL,0.857,zip,41.7858629,-88.1472893
20031031,20050227,2-5 Minutes, Vancouver (Maple Ridge) (Canada), BC,0.749,zip,60.0,-96.0
20031029,20031102,208th St. SW, Lynnwood, WA,0.839,zip,33.930293,-118.2114603
20031226,20031227,30 minutes, Beavercreek, OH,0.857,zip,39.7092262,-84.0632685
20061223,20061227,?, Virginia Beach, VA,0.802,zip,37.5481160131894,-77.4467468261719
19981026,19981029,2-3 SECONDS, Seattle, WA,0.857,zip,47.6062095,-122.3320708
20000727,20000727,3 to 5 seconds, Portland, OR,0.857,zip,45.5234515,-122.6762071
19770915,20030920,5-8 min, Beatty, OR,0.762,zip,40.6522222,109.8222222
19831215,20010408,15 minutes, Garner, NC,0.857,zip,35.7112642,-78.6141709
19990224,19990717,20min, Elmira Heights, NY,0.78,zip,42.0897965,-76.8077338
20020802,20041006,7 seconds, Midland (Canada), ON,0.78,zip,60.0,-96.0
19911112,19980623,2mins, Brooksville, FL,0.857,zip,28.5552719,-82.3878709
19730705,20080128,3hrs, Stockton (intersection of I-5 and I-580), CA,0.751,zip,37.9577016,-121.2907796
20061107,20070709,3-5 seconds, Laramie, WY,0.857,zip,41.3113669,-105.5911007
20090625,20090625,10 minutes, Southaven, MS,0.857,zip,34.9889818,-90.0125913
19971231,20000718,unknown, Gulfport, MS,0.857,zip,30.3674198,-89.0928155
20100322,20100322,30sec, Dublin, TX,0.857,zip,53.3330556,-6.2488889
19990604,19990704,15sec, Somerville, NJ,0.857,zip,42.3875968,-71.0994968
19990815,20020120,less than two mins., Lake Saint Louis, MO,0.745,zip,25.5,69.0
20091012,20091218,5 min, Yakima, WA,0.857,zip,46.6020711,-120.5058987
20100403,20100404,30 sec, Moncton (50.42km before)(Canada), NB,0.731,zip,40.7503413,-80.5000669
20041005,20041008,10 minutes, Hayward, CA,0.857,zip,37.6688205,-122.0807964
20060607,20060607,2 hours, Spokane, WA,0.857,zip,47.6587803,-117.4260466
20070211,20070604,30 seconds, Carroll Valley, PA,0.747,zip,41.1591667,27.8
20000313,20000321,10 Minutes, Clarinda, IA,0.771,zip,33.6668296,-80.2331367
20070620,20090828,20 minutes, Salem, OR,0.857,zip,11.65,78.1666667
0,20010105,10 mins, Stafford (UK/England),,0.782,zip,52.8,-2.1
20081213,20081213,5 seconds, Marysville, KS,0.857,zip,48.0517637,-122.1770818
20041212,20041214,15 min, Chino Hills, CA,0.771,zip,13.0878385345075,80.2784729003906
20051010,20051017,?, Franklin, IN,0.796,zip,39.966731,-83.0165727
20021208,20021212,Not Known, Brookfield, OH,0.857,zip,43.0605671,-88.1064787
20041008,20041012,3 min, Motley/Cottle Counties, TX,0.729,zip,36.72,68.86
19780708,20051030,5 mins, Shelby, NC,0.857,zip,42.6708659,-83.0329844
19760615,20040314,30 min, Ammanford (UK/Wales),,0.795,zip,51.7919444,-3.9891667
19951021,20000204,10 seconds, Franklinton, NC,0.816,zip,39.966731,-83.0165727
20100727,20100727,5 minutes, Orem, UT,0.857,zip,40.2968979,-111.6946475
20080614,20080711,30 minutes, Batesville, IN,0.857,zip,35.769799,-91.6409722
20060805,20060805,30 seconds, Williams Lake (Canada), BC,0.762,zip,60.0,-96.0
19680615,20050224,20 minutes, Utapao RTAFB (Thailand),,0.737,zip,13.35,74.75
20000809,20000808,10-12 sec, Uniondale, NY,0.857,zip,40.7003793,-73.5929056
19731015,20030729,1 minute, Germany (Czech border),,0.746,zip,37.5,30.0
19730615,20030313,10-15 mins., Calera (out-skirts), AL,0.771,zip,38.8338816,-104.8213634
20050519,20050526,2 minutes, Johnstown, CO,0.796,zip,35.5334927,-78.399725
19990921,19990922,5-10 seconds, Indianapolis, IN,0.857,zip,39.7683765,-86.1580423
20001029,20001030,1 hour, Pottstown, PA,0.857,zip,40.2453741,-75.6496302
19760601,20020107,approx. 1 hour, Covington, KY,0.857,zip,39.0836712,-84.5085537
20030613,20030615,30 seconds, Springfield, TN,0.792,zip,-26.25,28.4
20100722,20100722,10 min, Herculaneum, MO,0.818,zip,-21.9619780670732,-50.3848205914634
20020401,20020401,2 minutes, Columbia, MO,0.804,zip,6.9319444,79.8477778
20040104,20040119,20sec, Golden, CO,0.762,zip,-7.7058333,110.6063889
20011105,20011118,Unknown, Gulfport, MS,0.857,zip,30.3674198,-89.0928155
20010407,20010407,2 minutes, New Brunswick, NJ,0.857,zip,46.500103925,-65.998782993
20040214,20040219,~15 seconds, Bothell, WA,0.796,zip,-26.45,29.4666667
20050921,20050928,30 seconds, Glendale, AZ,0.857,zip,33.5386523,-112.1859866
20060322,20060508,15minutes, Patung Beach (Phuket Islan, Thailand),0.74,zip,-0.949243986848526,100.354270935059
20030101,20030109,ten minutes, Holden, ME,0.833,zip,51.1666667,6.9333333
19980208,19980303,20 seconds, Moundsville, WV,0.818,zip,45.1049656,-93.2085582
20010720,20010723,seconds, Rifle, CO,0.776,zip,-31.2666667,-61.4833333
19991116,19991117,30 sec, Detroit, MI,0.857,zip,42.331427,-83.0457538
20031203,20031203,5-10 minutes, Southlake, TX,0.857,zip,32.9412363,-97.1341783
20090420,20090421,45 seconds, Greenwich Township, OH,0.79,zip,41.0264862,-73.6284598
20080517,20080518,3 sec., St. Augustine, FL,0.753,zip,34.7614289625356,135.515670776367
20010820,20010822,3 minutes, Grapevine, TX,0.857,zip,32.9342919,-97.0780654
20010913,20020312,approx. 1 min, San Rafael, CA,0.73,zip,34.2583333,108.9286111
20090826,20090827,10 minutes, Lawton, OK,0.81,zip,51.8833333,-0.4166667
19980430,19990131,10 seconds, Austin, TX,0.857,zip,30.267153,-97.7430608
19990915,19990915,2-3 minutes, Nampa, ID,0.829,zip,38.7375,125.4077778
20070131,20070201,15 seconds, Nice (France),,0.771,zip,43.703126104186,7.26608276367188
20061107,20070103,15 Min., Wood Dale, IL,0.768,zip,4.0502778,9.7
20040918,20040922,4 hours, Spring Grove, MN,0.766,zip,58.5969444,49.6583333
19900101,19950210,, Minneapolis, MN,0.857,zip,44.9799654,-93.2638361
19990129,19990131,2minutes, Wilmington Island (Savannah), GA,0.762,zip,32.0835407,-81.0998342
19610415,20050313,approx 20 min, Altus, OK,0.833,zip,54.4,24.05
19820801,20050715,Saucer, Fremont, CA,0.796,zip,44.0003417,-72.7498308
20050720,20050720,3 minutes, Whistler (Canada), BC,0.776,zip,60.0,-96.0
20021230,20030109,15 seconds, Compton, CA,0.857,zip,33.8958492,-118.2200712
20040118,20040119,a minute and a half, Deltona, FL,0.857,zip,28.9005446,-81.2636738
20070405,20070405,6 sce, Richmond, VA,0.796,zip,40.5834379,-74.1495875
20020820,20020830,, Hyderabad,,0.857,zip,17.3752778,78.4744444
20061008,20061008,10 - 15 Minutes, Scarborough, ME,0.857,zip,54.2796584264538,-0.404434204101562
20010531,20010601,5 seconds, Doylestown, PA,0.857,zip,40.3101063,-75.129894
20061218,20070102,5 min +, New Bedford, MA,0.857,zip,41.6362152,-70.934205
19880802,20031107,5 minutes, Clinton, MS,0.857,zip,42.5869787,-82.9199212
20081206,20081207,5 minutes, Rancho Palos Verdes, CA,0.756,zip,23.35,85.3333333
20060717,20060718,25 Seconds, Sunderland (UK/England),,0.74,zip,7.0,21.0
20040506,20040506,2 hrs, Joplin, MO,0.857,zip,37.0842271,-94.513281
19691031,20040124,20minutes, Fulton, NY,0.776,zip,17.9833333,74.4333333
19630801,19990513,20 mins, Compton, CA,0.857,zip,33.8958492,-118.2200712
19970815,19990730,3seconds, Golden Valley, AZ,0.75,zip,-7.7058333,110.6063889
20040309,20040310,25 to 30 seconds, Denver, CO,0.857,zip,39.7391536,-104.9847034
20050307,20050430,20 minutes, Alturas, CA,0.804,zip,-21.2190441513761,-46.1869381651376
20010131,20010131,8 to 10 minutes, Roanoke, VA,0.755,zip,38.6988889,116.0936111
20040728,20040729,20 seconds, Helendale, CA,0.781,zip,25.9812025,-80.148379
19760601,20021015,1 minute, Pacific Palisades, CA,0.75,zip,22.3119444,-79.6533333
20050305,20050306,3 - 5 mins, Gold Coast (QLD, Australia),0.821,zip,-28.0,153.4333333
20020111,20020111,20 seconds, St. Louis area, MO,0.766,zip,34.7614289625356,135.515670776367
20050222,20090603,4-5 minutes, Rockford, IL,0.857,zip,42.2711311,-89.0939952
19900715,20100407,1-2 minutes, Chico, CA,0.771,zip,22.5175,113.3661111
20041212,20041213,30minutes, Santa Clarita, CA,0.738,zip,25.5,69.0
20021014,20021016,25 min, Ely, NV,0.762,zip,7.9833333,49.8166667
20030805,20030916,6 sec., Dun sur Meuse (France),,0.731,zip,36.1852778,117.12
19951205,19951206,, North Bend, WA,0.746,zip,25.4833333,80.3333333
20100708,20100708,15-20 min, Cambridge, ID,0.857,zip,52.2,0.1166667
20000706,20000707,2-3 seconds, Rockford, IL,0.857,zip,42.2711311,-89.0939952
20060213,20060214,30 seconds, Houston, TX,0.857,zip,29.7632836,-95.3632715
20100226,20100227,20 minutes, Las Vegas, NV,0.857,zip,36.1749705,-115.137223
20011201,20011201,45 seconds, Parker (SE of), CO,0.729,zip,42.6975135281805,23.324146270752
19970819,20050910,10 min, Oberlin, OH,0.857,zip,41.2939386,-82.2173786
20010927,20020312,45min, Kansas City, MO,0.8,zip,38.5002888,-98.5006275
20020703,20020805,20 seconds, Akron, OH,0.776,zip,43.371349638664,-8.39600086212158
20081130,20081204,2 Hours, Balapur, Hyderabad (India),0.816,zip,23.6666667,87.7166667
19930308,20060622,3 minutes, San Antonio Del Mar (Mexico),,0.753,zip,23.0,-102.0
20100826,20100826,8 minutes, West Springfield, MA,0.771,zip,-26.25,28.4
20001017,20001017,hours, Tucson, AZ,0.857,zip,32.2217429,-110.926479
19950715,19990422,10 sec., Edmonds, WA,0.804,zip,53.550135939,-113.468712219
20050930,20051002,7-10 minutes, Tinley Park, IL,0.757,zip,20.6166667,-103.2333333
20091002,20091002,20 minutes, McGill, NV,0.857,zip,39.4049384,-114.7786281
19610101,20070826,30 seconds, Kendallville, IN,0.762,zip,48.05,7.8666667
20010325,20010421,20 seconds, Burnaby (Canada), BC,0.78,zip,60.0,-96.0
20080321,20080321,45 seconds, Fremont, CA,0.796,zip,44.0003417,-72.7498308
20060824,20060824,hours, Delray Beach Florida, FL,0.77,zip,28.7505408,-82.5000976
20030215,20030215,15 minutes, Milwaukee, WI,0.857,zip,43.0389025,-87.9064736
20080525,20080530,3 min, Ottawa (Canada), ON,0.786,zip,60.0,-96.0
20020804,20020806,15minutes, Hollywood, CA,0.857,zip,34.0983425,-118.3267434
20010724,20010724,45 seconds, Maryland, MD,0.857,zip,39.000388,-76.749969
20011022,20011026,7 seconds, Verona, WI,0.81,zip,43.2166667,27.9166667
20080516,20080516,5 seconds, Bellingham, WA,0.857,zip,48.7595529,-122.4882249
20020717,20020729,4-6min, Duluth, GA,0.857,zip,46.7832731,-92.1065787
20071204,20071204,2 to 3 sec, Jacksonville, FL,0.857,zip,30.3321838,-81.655651
20060606,20060618,15 minutes or so, Portland, OR,0.857,zip,45.5234515,-122.6762071
20061208,20061218,2 seconds, Columbia, MO,0.804,zip,6.9319444,79.8477778
20100722,20100723,1 hour longer, Camp Verde, AZ,0.774,zip,-10.3100652953488,-40.810818727907
20041213,20041213,15 Minutes, Cleveland, TN,0.857,zip,41.4994954,-81.6954088
20011127,20011130,1 minute, Camdenton, MO,0.754,zip,16.25,-92.1333333
20010913,20011009,3 min., North Lima, OH,0.778,zip,-12.05,-77.05
19740111,20010217,15 minutes, Cambridge (UK/England),,0.786,zip,52.2,0.1166667
20080215,20080215,10 sec, Delray Beach, FL,0.74,zip,10.3158333,9.8441667
20060220,20070623,5-10 minutes, Markham (Canada), ON,0.78,zip,60.0,-96.0
19980902,19980923,15 Seconds, Portland, OR,0.857,zip,45.5234515,-122.6762071
20061012,20061013,4-5 minutes, Seekonk, MA,0.755,zip,29.4,104.7833333
19990217,19990225,10 secs, Racine, WI,0.857,zip,42.7261309,-87.7828523
20060805,20060804,1 minute, Altoona, PA,0.857,zip,40.5186809,-78.3947359
20040906,20040906,30seconds, Dale Hollow Lake, TN,0.755,zip,4.0502778,9.7
20050107,20050107,10 sec., Miami, FL,0.857,zip,25.7742658,-80.1936589
19830615,20010424,1.5 min., Sandpoint, ID,0.857,zip,48.2765903,-116.5532476
20090214,20090214,2 minutes, Hallandale, FL,0.81,zip,25.9812025,-80.148379
20051028,20091121,30 seconds, Eldridge, IA,0.857,zip,41.6580864,-90.5845823
20051108,20051109,, Eugene, OR,0.857,zip,44.0520691,-123.0867536
20010329,20010330,30 MIN., LAS VEGAS, NV,0.857,zip,36.1749705,-115.137223
20060419,20060419,About 2 Seconds, Newton, KS,0.857,zip,42.3370414,-71.2092214
19820818,20050516,5 Min, Liverpool (suburb of Syracuse), NY,0.731,zip,41.6560643302881,-0.877339839935303
20010205,20010206,approx. 20 minutes, Sierra Vista, AZ,0.753,zip,11.0666667,7.7
20010918,20010920,30 seconds, Seattle, WA,0.857,zip,47.6062095,-122.3320708
20060601,20080402,10 minutes, Parkside, PA,0.804,zip,40.6460622,-111.4979729
19950219,19950221,10 min., Fargo, ND,0.857,zip,46.8771863,-96.7898034
20070215,20070314,2 minutes, Marquette, KS,0.794,zip,51.3833333,1.4166667
19870601,20090304,5 minutes, Olympia, WA,0.837,zip,-20.73722222,-48.91472222
19991115,19991115,20 minutes, Ada, MI,0.75,zip,46.3,23.7166667
19960115,19970320,30 seconds - 1 minute, Loredo/Eagle Pass (between), TX,0.76,zip,33.8176114,-83.8074003
19951013,20030113,1 minute, New York City, NY,0.805,zip,43.0003472,-75.4998978
20080101,20080101,5 - 10 min, San Diego, CA,0.732,zip,34.2583333,108.9286111
20070730,20070801,8 seconds, Visalia, CA,0.857,zip,36.3302284,-119.2920585
20050107,20050112,1 min. 30 sec., Nairobi (Kenya),,0.798,zip,-1.2833333,36.8166667
20090813,20090814,1 minute, Chicago, IL,0.857,zip,41.850033,-87.6500523
20030905,20050501,45min+, Derby (UK/England),,0.765,zip,52.9227723427478,-1.47663116455078
20000722,20000722,5 seconds, Lavon, TX,0.796,zip,42.36837,-83.3527097
20040918,20040918,5 - 10 min, Prescott/Prescott Valley, AZ,0.721,zip,46.7216667,131.1394444
20051102,20051103,8 mins, Marshfield (rural), WI,0.81,zip,42.091769,-70.7055941
19990913,19990915,45 minutes, Claremont, CA,0.776,zip,39.0500636,-84.1499347
20040820,20061109,2 minutes, Tukwila/Renton, WA,0.747,zip,33.7491667,66.4583333
19990615,20090508,30-45minutes, Northern Oglala, SD,0.796,zip,9.5,-1.0
20020921,20020921,5-Mar, Singapore,,0.857,zip,1.2930556,103.8558333
20090119,20090119,still happening, Arp, TX,0.786,zip,-24.3199117696335,-51.8113772303665
19980113,20030112,30 sec., New Washington, OH,0.824,zip,47.5001238,-120.5014693
20070813,20070813,60 seconds, Gentry, AR,0.755,zip,-23.5275,-46.9025
20070703,20070705,1 hour, Mountain Home, AR,0.786,zip,47.0002454,-109.7510212
20020813,20020813,40 seconds, Charlotte, NC,0.857,zip,35.2270869,-80.8431268
20050629,20060507,3 minutes, Ibiza (Spain),,0.743,zip,45.4930556,12.1605556
20090703,20090703,30 seconds, Murfreesboro, TN,0.857,zip,35.8456213,-86.39027
19950107,19950113,30 min., Makapiu Point, HI,0.762,zip,0.038888889,-51.06638889
20071020,20090501,25 min., Opal, WY,0.8,zip,50.6666667,17.95
19990524,19990524,1min. 6sec., Wilmington, NC,0.857,zip,34.2257256,-77.9447102
19980409,19980411,10min, Costa Mesa, CA,0.746,zip,-9.665833333,-35.73527778
19970614,19970619,5 min., Vancouver, WA,0.857,zip,49.249657393,-123.119340403
20030505,20030505,2 min, Jacksonville, FL,0.857,zip,30.3321838,-81.655651
20040314,20060124,1-2 minutes, Terre Haute, IN,0.757,zip,33.2733333,35.1938889
19971230,19980202,one min, Milton (north of), FL,0.758,zip,30.1955556,71.4752778
20040923,20040929,1 hr. 28 mins. recorded, Bowie, AZ,0.857,zip,39.0067768,-76.7791365
19990502,19990509,5 seconds, Cape Cod, MA,0.735,zip,-0.2166667,-78.5
20020116,20020126,20 minutes, Oakland, CA,0.791,zip,42.6666979,-83.399939
20061027,20070603,2 minutes, San Antonio, TX,0.743,zip,34.2583333,108.9286111
19750701,20031018,12 seconds, Coarsegold, CA,0.729,zip,51.6280556,6.2291667
19990627,20030101,1 1/2 minutes, Overland Park, KS,0.738,zip,9.35,2.6166667
20020412,20020412,3 minutes, Lynnville, TN,0.794,zip,18.75,73.4166667
19990901,19990903,1 minute, Reno, NV,0.857,zip,39.5296329,-119.8138027
20050817,20050817,1 hour, Raleigh, NC,0.857,zip,35.772096,-78.6386145
20070313,20070313,5 Seconds, Santa Fe, NM,0.755,zip,25.5,69.0
19980802,19980803,Daylight, Huntington Beach, CA,0.733,zip,10.3158333,9.8441667
19841015,20011110,5-15 minutes, Uvalde, TX,0.857,zip,29.2096836,-99.7861679
19740607,20040708,1 minute, Ponce,,0.771,zip,53.1958333,45.0
19990130,19990131,18, Red Bluff, CA,0.732,zip,47.610377,-122.2006786
20070310,20070311,6 seconds, Isanti, MN,0.857,zip,45.4902416,-93.2477276
20060605,20060806,1 min, Fresno, CA,0.857,zip,36.7477272,-119.7723661
20000713,20000713,, Gilbert, AZ,0.857,zip,33.3528264,-111.789027
20080403,20080405,&lt; 1 Minute, Winters, TX,0.791,zip,28.6988853,-81.3081226
20090725,20090731,2 mins, Kettering (UK/England),,0.786,zip,39.6895036,-84.1688274
19970615,20000123,Five minutes, Oak Brook Terrace, Dorathy Drennon Park in,0.743,zip,41.55,-8.4333333
20011201,20011202,1-2 minutes, Sapulpa, OK,0.857,zip,35.9987007,-96.1141664
20030821,20030822,1-2 min., Folly Beach, SC,0.743,zip,10.3158333,9.8441667
20050321,20050321,2 Minutes, Castro Valley, CA,0.857,zip,37.6940973,-122.0863522
20041012,20050222,10 sec, Rockville, MD,0.857,zip,39.0839973,-77.1527578
20090825,20090828,5 minutes, Adachi (Japan),,0.779,zip,35.6853569043379,139.753088951111
20090921,20090921,10 min, Havant (UK/England),,0.771,zip,50.8567034565576,-0.985593795776367
20010825,20050911,2 Minuets, Carnation, WA,0.746,zip,47.1921038676895,7.39585876464844
20071111,20071113,3 minutes, Acworth, GA,0.857,zip,34.0659329,-84.6768796
20000229,20000228,unknown, Las Vegas, NM,0.857,zip,36.1749705,-115.137223
20070617,20070617,10 seconds, Gatineau (Canada), QC,0.776,zip,60.0,-96.0
19741001,20070715,5 min., Ankara (Turkey),,0.786,zip,39.9166667,32.8333333
20070226,20070226,20 seconds, Sacramento, CA,0.804,zip,38.4665756,-121.3177279
20030310,20030310,25 minutes, Great Bend, KS,0.778,zip,35.1558457022654,24.89501953125
20000921,20010902,1 hour, Chatfield, TX,0.857,zip,43.8455195,-92.1890517
20060726,20060726,5 MINUTES, Colinga (near), CA,0.753,zip,3.0333333,101.45
20050825,20060511,30-45s, Edmonton (Canada), AB,0.776,zip,60.0,-96.0
19750704,20060315,2 MINUTES, Marley Park, MD,0.771,zip,19.700778906133,-101.184425354004
19920521,20061125,2 minutes, Langehorne, PA,0.8,zip,52.0666667,13.3666667
20090905,20090905,2 minutes times 2, Riverside, IA,0.8,zip,33.7333527,-116.0508341
20090530,20090602,just a couple seconds at, Topeka, KS,0.762,zip,-6.4,106.8186111
20071129,20080101,5 minutes, Fayetteville, AR,0.857,zip,35.0526641,-78.8783585
20011118,20011119,30 seconds, Tualatin, OR,0.75,zip,28.9005446,-81.2636738
20081222,20081222,4 minutes, Oklahoma City, OK,0.81,zip,35.5003375,-97.5005945
20080509,20080509,1:15, Fort McMurray (Canada), AB,0.762,zip,60.0,-96.0
20030123,20030316,, UK/England, .,0.0,unmatched,,
20050412,20090423,10 SECONDS, Hollywood, CA,0.857,zip,34.0983425,-118.3267434
20001031,20001101,:20 -:30 sec., Grand Ledge, MI,0.786,zip,37.1881683871318,-3.60666990280151
20040112,20050305,7 minutes, Templeton, MA,0.791,zip,28.0352964,-82.3892596
20070709,20070713,seconds, Deming, NM,0.786,zip,15.5,-61.3333333
20071109,20071117,3 minutes, Destin, FL,0.81,zip,33.7458511,-117.826166
20040328,20040329,40 minutes, Naples (Vanderbuilt Beach), FL,0.734,zip,10.3158333,9.8441667
20071012,20071207,1-2 days, Rogers, AR,0.857,zip,36.3320197,-94.1185366
20000416,20000416,5 min, Albuquerque, NM,0.857,zip,35.0844909,-106.6511367
19960320,19990716,4 Min, Apalachin, NY,0.857,zip,42.0695189,-76.1546504
19770620,20040206,7minutes, El Yunque (Puerto Rico),,0.794,zip,18.2482882,-66.4998941
20070327,20070327,1-1.5 seconds, Millstone Twp., NJ,0.726,zip,25.0391667,121.525
20010511,20020314,15- 20 minutes, London (UK/England),,0.771,zip,51.5084152563931,-0.125532746315002
19981112,19990408,10 mins, John Day, OR,0.776,zip,-23.18638889,-46.88416667
20070102,20070103,8min, East Windsor, NJ,0.805,zip,42.300083644,-83.016543483
20031228,20031228,10 sec, Little Rock, AR,0.857,zip,34.7464809,-92.2895948
20050615,20100329,10 min, North Bergen, NJ,0.792,zip,60.4069568500627,5.40643754670042
19950115,20010109,till site not visible any, Flint, MI,0.857,zip,43.0125274,-83.6874562
19890726,20090214,10 minutes, Santa Rosa, CA,0.746,zip,25.5,69.0
20000811,20001201,, Lakeland, FL,0.857,zip,28.0394654,-81.9498042
19780714,19980308,15-20 mins, Spokane, WA,0.857,zip,47.6587803,-117.4260466
